opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Leesin,25,40.0,6.88,4.36,8.68,3.57,2025-04-15 22:28:33
Jarvaniv,12,25.0,5.5,5.0,5.5,2.2,2025-04-15 22:28:33
Viego,34,50.0,5.85,3.85,6.97,3.33,2025-04-15 22:28:33
Jayce,12,50.0,5.17,4.83,3.83,1.86,2025-04-15 22:28:33
