opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Nami,17,41.18,2.82,5.71,10.12,2.27,2025-04-15 22:28:33
Rell,11,54.55,4.0,5.64,13.09,3.03,2025-04-15 22:28:33
Soraka,10,60.0,2.7,3.6,7.8,2.92,2025-04-15 22:28:33
Thresh,15,60.0,2.87,4.67,9.73,2.7,2025-04-15 22:28:33
Karma,11,72.73,3.91,5.64,10.27,2.51,2025-04-15 22:28:33
Lulu,13,69.23,4.15,5.46,12.77,3.1,2025-04-15 22:28:33
