opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Thresh,11,18.18,0.73,7.18,11.55,1.71,2025-04-15 22:28:33
Bard,14,42.86,1.64,5.64,10.93,2.23,2025-04-15 22:28:33
Nami,33,51.52,1.66,5.36,15.85,3.27,2025-04-15 22:28:33
Rakan,17,70.59,1.82,5.0,14.94,3.35,2025-04-15 22:28:33
Janna,22,72.73,1.41,4.41,12.68,3.2,2025-04-15 22:28:33
Lulu,34,58.82,2.65,4.85,14.38,3.51,2025-04-15 22:28:33
