opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Aatrox,41,43.9,4.95,5.46,5.95,2.0,2025-04-15 22:28:33
Chogath,11,18.18,5.55,6.73,4.73,1.53,2025-04-15 22:28:33
Ambessa,39,41.03,4.15,4.33,6.05,2.35,2025-04-15 22:28:33
Jayce,26,73.08,6.54,4.81,7.42,2.9,2025-04-15 22:28:33
Ksante,11,72.73,6.82,4.82,6.91,2.85,2025-04-15 22:28:33
Riven,10,80.0,4.2,3.5,5.4,2.74,2025-04-15 22:28:33
Darius,10,60.0,7.3,3.7,5.6,3.49,2025-04-15 22:28:33
