opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Lulu,43,60.47,1.95,4.19,14.07,3.83,2025-04-15 22:28:33
Rell,11,36.36,1.09,5.09,17.45,3.64,2025-04-15 22:28:33
Nami,18,55.56,2.17,4.33,14.39,3.82,2025-04-15 22:28:33
