opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Varus,15,46.67,7.8,5.47,7.87,2.86,2025-04-15 22:28:33
Ezreal,81,61.73,7.35,5.01,6.74,2.81,2025-04-15 22:28:33
Tristana,19,52.63,5.74,3.74,4.68,2.79,2025-04-15 22:28:33
Kaisa,23,60.87,6.65,5.04,6.61,2.63,2025-04-15 22:28:33
Jhin,36,55.56,7.11,5.55,7.31,2.6,2025-04-15 22:28:33
Corki,11,54.55,5.82,5.09,7.18,2.55,2025-04-15 22:28:33
