opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Ezreal,15,46.67,8.67,5.4,6.87,2.88,2025-04-15 22:28:33
Varus,10,40.0,6.2,5.6,4.3,1.88,2025-04-15 22:28:33
