opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Kaisa,165,56.36,6.64,4.95,6.79,2.71,2025-04-15 22:28:33
Samira,14,50.0,6.0,5.0,5.71,2.34,2025-04-15 22:28:33
Ezreal,29,62.07,6.65,5.66,6.51,2.33,2025-04-15 22:28:33
Tristana,36,69.44,7.47,4.2,7.16,3.49,2025-04-15 22:28:33
Jhin,11,72.73,6.45,4.91,6.55,2.65,2025-04-15 22:28:33
Varus,10,70.0,5.1,5.0,6.6,2.34,2025-04-15 22:28:33
