opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Vi,16,43.75,7.94,5.12,6.25,2.77,2025-04-15 22:28:33
Viego,11,54.55,6.82,5.64,7.0,2.45,2025-04-15 22:28:33
