opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Viego,63,57.14,10.36,4.86,7.27,3.63,2025-04-15 22:28:33
Monkeyking,11,72.73,9.27,2.55,6.18,6.06,2025-04-15 22:28:33
Leesin,23,34.78,7.7,4.74,6.91,3.08,2025-04-15 22:28:33
Naafiri,29,58.62,9.38,5.24,7.1,3.15,2025-04-15 22:28:33
Vi,21,71.43,8.14,4.14,7.48,3.77,2025-04-15 22:28:33
Nunu,14,42.86,9.36,6.5,7.86,2.65,2025-04-15 22:28:33
Pantheon,12,75.0,10.92,4.25,9.5,4.8,2025-04-15 22:28:33
