opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Jayce,53,56.6,3.87,4.06,5.58,2.33,2025-04-15 22:28:33
Gnar,14,50.0,2.64,3.86,4.57,1.87,2025-04-15 22:28:33
Rumble,22,54.55,2.77,4.55,5.86,1.9,2025-04-15 22:28:33
Ambessa,18,77.78,3.94,3.22,6.11,3.12,2025-04-15 22:28:33
Jax,14,50.0,3.86,3.64,5.57,2.59,2025-04-15 22:28:33
