opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Jayce,20,55.0,3.45,4.15,6.55,2.41,2025-04-15 22:28:33
Riven,13,30.77,4.62,4.46,6.23,2.43,2025-04-15 22:28:33
