opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Riven,11,63.64,4.55,4.36,6.36,2.5,2025-04-15 22:28:33
Aatrox,10,70.0,6.1,3.6,3.6,2.69,2025-04-15 22:28:33
Ambessa,11,36.36,4.45,6.09,5.45,1.63,2025-04-15 22:28:33
