opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Draven,12,25.0,7.0,5.42,4.92,2.2,2025-04-15 22:28:33
Vayne,11,27.27,10.09,6.82,4.0,2.07,2025-04-15 22:28:33
Tristana,10,40.0,11.2,5.7,5.0,2.84,2025-04-15 22:28:33
