opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Tristana,11,36.36,5.36,5.18,7.91,2.56,2025-04-15 22:28:33
Ezreal,54,61.11,5.59,3.98,6.07,2.93,2025-04-15 22:28:33
Caitlyn,11,36.36,5.64,5.73,7.45,2.28,2025-04-15 22:28:33
Varus,26,34.62,5.11,4.85,7.23,2.55,2025-04-15 22:28:33
