opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Leesin,10,40.0,6.7,4.7,5.7,2.64,2025-04-15 22:28:33
Vi,11,63.64,9.0,3.55,5.0,3.94,2025-04-15 22:28:33
Naafiri,10,30.0,8.5,7.9,5.2,1.73,2025-04-15 22:28:33
