opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Viego,25,56.0,7.08,5.04,11.24,3.63,2025-04-15 22:28:33
Naafiri,47,63.83,7.08,3.94,9.32,4.16,2025-04-15 22:28:33
Leesin,15,60.0,7.2,3.2,7.47,4.58,2025-04-15 22:28:33
Vi,16,68.75,5.75,3.94,9.31,3.82,2025-04-15 22:28:33
Ezreal,10,60.0,6.6,4.5,8.5,3.36,2025-04-15 22:28:33
