opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Kayn,12,41.67,4.5,4.33,11.83,3.77,2025-04-15 22:28:33
Vi,11,36.36,3.91,4.36,9.36,3.04,2025-04-15 22:28:33
Nunu,10,50.0,4.1,5.3,13.1,3.25,2025-04-15 22:28:33
Viego,12,66.67,5.33,3.58,14.0,5.4,2025-04-15 22:28:33
Lee Sin,16,75.0,3.94,3.62,11.44,4.25,2025-04-15 22:28:33
