opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Rumble,12,25.0,3.5,4.75,3.17,1.4,2025-04-15 22:28:33
Jayce,18,55.56,5.44,4.56,5.5,2.4,2025-04-15 22:28:33
