opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Rumble,13,53.85,4.38,3.92,3.92,2.12,2025-04-15 22:28:33
Ambessa,10,50.0,4.8,5.3,6.0,2.04,2025-04-15 22:28:33
Jayce,21,42.86,6.24,4.67,6.9,2.81,2025-04-15 22:28:33
