opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Ambessa,17,47.06,3.53,4.76,5.59,1.92,2025-04-15 22:28:33
Rumble,10,50.0,3.6,4.9,9.7,2.71,2025-04-15 22:28:33
Aatrox,10,60.0,4.4,5.9,7.3,1.98,2025-04-15 22:28:33
Gnar,11,63.64,3.27,4.55,6.64,2.18,2025-04-15 22:28:33
Gwen,15,80.0,4.0,4.0,7.73,2.93,2025-04-15 22:28:33
