opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Garen,22,40.91,5.5,4.55,4.82,2.27,2025-04-15 22:28:33
Gangplank,12,25.0,6.0,6.0,3.33,1.56,2025-04-15 22:28:33
Ksante,17,29.41,4.71,5.18,3.59,1.6,2025-04-15 22:28:33
Drmundo,10,50.0,4.5,5.2,2.7,1.38,2025-04-15 22:28:33
Ambessa,10,50.0,7.4,6.5,5.0,1.91,2025-04-15 22:28:33
Gwen,10,50.0,6.5,6.0,3.5,1.67,2025-04-15 22:28:33
Jayce,19,47.37,6.68,5.74,4.26,1.91,2025-04-15 22:28:33
Riven,10,60.0,6.5,7.3,4.0,1.44,2025-04-15 22:28:33
Jax,12,75.0,6.0,5.92,5.75,1.98,2025-04-15 22:28:33
Aatrox,12,75.0,5.83,3.83,3.83,2.52,2025-04-15 22:28:33
Darius,13,61.54,6.31,3.38,3.54,2.91,2025-04-15 22:28:33
