opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Kaisa,34,50.0,7.76,5.82,6.97,2.53,2025-04-15 22:28:33
Varus,48,43.75,6.23,5.66,6.04,2.17,2025-04-15 22:28:33
Tristana,26,61.54,6.08,5.42,5.65,2.16,2025-04-15 22:28:33
Ezreal,82,65.85,7.34,4.96,5.7,2.63,2025-04-15 22:28:33
Jhin,28,57.14,7.57,5.08,5.5,2.58,2025-04-15 22:28:33
Miss Fortune,25,40.0,6.96,6.08,5.52,2.05,2025-04-15 22:28:33
Jinx,10,60.0,7.6,4.8,5.8,2.79,2025-04-15 22:28:33
