opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Kaisa,25,28.0,6.96,4.96,8.92,3.2,2025-04-15 22:28:33
Varus,11,90.91,8.82,3.64,12.36,5.82,2025-04-15 22:28:33
Corki,10,40.0,7.2,4.4,11.2,4.18,2025-04-15 22:28:33
Ezreal,11,72.73,7.0,2.73,7.0,5.13,2025-04-15 22:28:33
