opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Hecarim,11,27.27,8.64,5.36,7.0,2.92,2025-04-15 22:28:33
Viego,49,65.31,8.18,4.12,6.69,3.61,2025-04-15 22:28:33
Lee Sin,55,61.82,8.47,4.09,7.25,3.84,2025-04-15 22:28:33
KhaZix,23,73.91,10.57,4.05,6.96,4.33,2025-04-15 22:28:33
Jarvan IV,11,90.91,10.91,3.73,8.45,5.19,2025-04-15 22:28:33
Vi,11,27.27,4.91,6.0,6.09,1.83,2025-04-15 22:28:33
Diana,11,27.27,4.64,3.27,6.27,3.34,2025-04-15 22:28:33
Kayn,13,53.85,7.08,4.0,7.0,3.52,2025-04-15 22:28:33
Darius,11,36.36,10.73,4.91,7.91,3.8,2025-04-15 22:28:33
