opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Jayce,27,44.44,2.78,3.63,5.52,2.29,2025-04-15 22:28:33
Aatrox,20,30.0,2.6,5.1,6.0,1.69,2025-04-15 22:28:33
Kennen,11,27.27,3.45,4.82,10.64,2.92,2025-04-15 22:28:33
Ambessa,11,36.36,2.27,5.45,6.55,1.62,2025-04-15 22:28:33
Alistar,30,60.0,1.93,4.77,12.77,3.08,2025-04-15 22:28:33
