opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Garen,22,40.91,6.04,5.55,4.73,1.94,2025-04-15 22:28:33
Aatrox,20,55.0,4.0,5.15,4.6,1.67,2025-04-15 22:28:33
Ksante,10,40.0,5.2,4.7,5.1,2.19,2025-04-15 22:28:33
Renekton,13,38.46,4.15,5.31,4.77,1.68,2025-04-15 22:28:33
Jax,12,50.0,7.17,4.0,4.58,2.94,2025-04-15 22:28:33
Ambessa,15,60.0,6.93,4.87,3.8,2.2,2025-04-15 22:28:33
Gwen,13,38.46,6.62,7.31,5.15,1.61,2025-04-15 22:28:33
