opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Ezreal,10,50.0,6.9,6.4,7.5,2.25,2025-04-15 22:28:33
Kaisa,13,61.54,8.69,3.85,7.15,4.11,2025-04-15 22:28:33
Varus,13,61.54,6.23,4.31,5.38,2.69,2025-04-15 22:28:33
