opponent,games,win_rate,avg_kills,avg_deaths,avg_assists,kda,last_updated
Gwen,16,50.0,7.44,6.62,3.62,1.67,2025-04-15 22:28:33
Rumble,14,50.0,8.07,7.14,5.43,1.89,2025-04-15 22:28:33
Ambessa,40,55.0,6.6,5.42,5.35,2.2,2025-04-15 22:28:33
Jayce,27,55.56,6.89,6.11,6.15,2.13,2025-04-15 22:28:33
Viego,12,50.0,6.83,5.17,6.42,2.56,2025-04-15 22:28:33
