opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Renekton,20,0,60,100,60,0.0,1.2,3.0,5.0,3.0
Caitlyn,16,12,80,60,100,75.0,3.0,5.0,3.75,6.25
Annie,312,132,1298,1382,1722,42.31,2.19,4.16,4.43,5.52
Kassadin,148,82,638,584,1090,55.41,2.96,4.31,3.95,7.36
Azir,518,230,2740,2590,3146,44.4,2.27,5.29,5.0,6.07
Zed,348,198,1394,1822,2280,56.9,2.02,4.01,5.24,6.55
Kayle,64,22,276,268,310,34.38,2.19,4.31,4.19,4.84
Orianna,784,366,3720,3760,4772,46.68,2.26,4.74,4.8,6.09
Ziggs,74,30,320,328,626,40.54,2.88,4.32,4.43,8.46
Zoe,248,150,1388,1348,1906,60.48,2.44,5.6,5.44,7.69
Galio,394,240,1668,1768,3062,60.91,2.68,4.23,4.49,7.77
Ryze,276,118,1420,1300,1762,42.75,2.45,5.14,4.71,6.38
Karma,46,38,302,134,272,82.61,4.28,6.57,2.91,5.91
Syndra,520,254,2278,2594,3630,48.85,2.28,4.38,4.99,6.98
Sion,44,26,280,168,426,59.09,4.2,6.36,3.82,9.68
Smolder,66,46,496,236,542,69.7,4.4,7.52,3.58,8.21
LeBlanc,228,110,964,1252,1344,48.25,1.84,4.23,5.49,5.89
Aurora,520,236,2636,2966,3322,45.38,2.01,5.07,5.7,6.39
Lissandra,114,44,588,552,658,38.6,2.26,5.16,4.84,5.77
Ahri,350,192,1482,1672,2026,54.86,2.1,4.23,4.78,5.79
Taliyah,414,246,2052,1958,3136,59.42,2.65,4.96,4.73,7.57
Sylas,498,216,2466,2680,3432,43.37,2.2,4.95,5.38,6.89
Hwei,362,158,1824,1774,2410,43.65,2.39,5.04,4.9,6.66
Ezreal,16,8,80,64,156,50.0,3.69,5.0,4.0,9.75
Jayce,76,28,314,422,436,36.84,1.78,4.13,5.55,5.74
Maokai,6,0,12,48,36,0.0,1.0,2.0,8.0,6.0
Katarina,506,254,2222,2510,3054,50.2,2.1,4.39,4.96,6.04
Sett,4,2,20,14,38,50.0,4.14,5.0,3.5,9.5
Akshan,168,80,688,772,1180,47.62,2.42,4.1,4.6,7.02
Tristana,56,38,270,250,326,67.86,2.38,4.82,4.46,5.82
Neeko,68,42,430,230,308,61.76,3.21,6.32,3.38,4.53
Lucian,40,6,114,162,80,15.0,1.2,2.85,4.05,2.0
Lux,282,164,1260,1342,1568,58.16,2.11,4.47,4.76,5.56
Vayne,18,2,42,88,116,11.11,1.8,2.33,4.89,6.44
Akali,496,208,2126,2530,2910,41.94,1.99,4.29,5.1,5.87
Corki,126,72,754,504,1052,57.14,3.58,5.98,4.0,8.35
Mel,338,230,1780,1526,2426,68.05,2.76,5.27,4.51,7.18
Seraphine,8,4,18,42,56,50.0,1.76,2.25,5.25,7.0
Vladimir,368,182,1508,1772,2424,49.46,2.22,4.1,4.82,6.59
Veigar,102,44,466,508,598,43.14,2.09,4.57,4.98,5.86
Yasuo,296,168,1546,1250,2352,56.76,3.12,5.22,4.22,7.95
Xerath,166,94,1026,922,1228,56.63,2.44,6.18,5.55,7.4
Aurelion Sol,86,54,468,300,466,62.79,3.11,5.44,3.49,5.42
Twisted Fate,228,128,1040,1078,1634,56.14,2.48,4.56,4.73,7.17
Yone,376,184,1728,1814,2492,48.94,2.33,4.6,4.82,6.63
Irelia,154,80,658,620,1150,51.95,2.92,4.27,4.03,7.47
Kennen,34,14,150,164,176,41.18,1.99,4.41,4.82,5.18
Heimerdinger,22,12,98,86,96,54.55,2.26,4.45,3.91,4.36
Nautilus,6,6,36,30,60,100.0,3.2,6.0,5.0,10.0
Malphite,16,6,74,90,70,37.5,1.6,4.62,5.62,4.38
Volibear,4,0,12,20,12,0.0,1.2,3.0,5.0,3.0
Naafiri,50,22,238,256,346,44.0,2.28,4.76,5.12,6.92
