opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Karma,1638,930,2050,7052,24390,56.78,3.75,1.25,4.31,14.89
Janna,654,322,876,2582,8524,49.24,3.64,1.34,3.95,13.03
Seraphine,262,128,270,1198,3712,48.85,3.32,1.03,4.57,14.17
Sona,958,502,1098,4058,12208,52.4,3.28,1.15,4.24,12.74
Renata,170,104,300,660,2232,61.18,3.84,1.76,3.88,13.13
Rakan,972,516,1392,4400,14196,53.09,3.54,1.43,4.53,14.6
Nautilus,1422,898,1988,6606,22896,63.15,3.77,1.4,4.65,16.1
Alistar,1064,514,1428,4964,15108,48.31,3.33,1.34,4.67,14.2
Bard,1064,498,1394,5020,14762,46.8,3.22,1.31,4.72,13.87
Neeko,672,278,934,3138,9018,41.37,3.17,1.39,4.67,13.42
Braum,656,310,834,2890,9484,47.26,3.57,1.27,4.41,14.46
Fiddlesticks,128,26,140,694,1346,20.31,2.14,1.09,5.42,10.52
Yuumi,416,236,526,1668,5418,56.73,3.56,1.26,4.01,13.02
Nami,2232,1164,2880,9744,31046,52.15,3.48,1.29,4.37,13.91
Soraka,818,300,1086,3430,9234,36.67,3.01,1.33,4.19,11.29
Elise,214,116,348,1130,3172,54.21,3.12,1.63,5.28,14.82
Poppy,220,82,350,984,2624,37.27,3.02,1.59,4.47,11.93
Sylas,108,62,236,518,1756,57.41,3.85,2.19,4.8,16.26
Trundle,52,34,84,290,884,65.38,3.34,1.62,5.58,17.0
Thresh,1038,480,1188,4784,14074,46.24,3.19,1.14,4.61,13.56
Pyke,644,302,992,3432,9296,46.89,3.0,1.54,5.33,14.43
Zyra,120,62,156,620,2252,51.67,3.88,1.3,5.17,18.77
Shen,34,30,56,60,658,88.24,11.9,1.65,1.76,19.35
Tahm Kench,136,84,212,622,2254,61.76,3.96,1.56,4.57,16.57
Rell,1328,670,1598,6406,19752,50.45,3.33,1.2,4.82,14.87
Gragas,60,28,82,224,800,46.67,3.94,1.37,3.73,13.33
