opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Gwen,22,0,84,152,198,0.0,1.86,3.82,6.91,9.0
Yasuo,8,0,20,70,58,0.0,1.11,2.5,8.75,7.25
Aatrox,6,0,12,48,18,0.0,0.62,2.0,8.0,3.0
Riven,4,2,14,22,14,50.0,1.27,3.5,5.5,3.5
Jax,6,6,26,26,70,100.0,3.69,4.33,4.33,11.67
Gragas,26,14,56,100,110,53.85,1.66,2.15,3.85,4.23
Tryndamere,4,0,0,0,4,0.0,4.0,0.0,0.0,1.0
Mordekaiser,6,4,32,28,36,66.67,2.43,5.33,4.67,6.0
Ornn,6,6,48,28,50,100.0,3.5,8.0,4.67,8.33
Renekton,4,0,24,12,12,0.0,3.0,6.0,3.0,3.0
Ambessa,28,20,86,134,168,71.43,1.9,3.07,4.79,6.0
Olaf,8,4,30,44,68,50.0,2.23,3.75,5.5,8.5
KSante,16,8,46,88,78,50.0,1.41,2.88,5.5,4.88
Teemo,10,0,50,40,100,0.0,3.75,5.0,4.0,10.0
Darius,10,8,34,34,50,80.0,2.47,3.4,3.4,5.0
Camille,16,8,82,104,132,50.0,2.06,5.12,6.5,8.25
Quinn,8,8,32,16,64,100.0,6.0,4.0,2.0,8.0
Kayle,8,8,72,48,128,100.0,4.17,9.0,6.0,16.0
Aurora,2,0,20,8,8,0.0,3.5,10.0,4.0,4.0
Garen,8,8,28,56,90,100.0,2.11,3.5,7.0,11.25
Shen,8,6,46,26,68,75.0,4.38,5.75,3.25,8.5
Illaoi,6,6,0,12,24,100.0,2.0,0.0,2.0,4.0
Sett,6,0,14,40,32,0.0,1.15,2.33,6.67,5.33
Swain,6,6,24,24,60,100.0,3.5,4.0,4.0,10.0
Fiora,8,4,48,46,30,50.0,1.7,6.0,5.75,3.75
Poppy,2,2,14,12,14,100.0,2.33,7.0,6.0,7.0
Yone,2,0,16,10,6,0.0,2.2,8.0,5.0,3.0
Chogath,2,2,8,6,38,100.0,7.67,4.0,3.0,19.0
Dr. Mundo,2,2,8,10,14,100.0,2.2,4.0,5.0,7.0
Kled,2,2,14,12,18,100.0,2.67,7.0,6.0,9.0
Zoe,2,2,10,2,16,100.0,13.0,5.0,1.0,8.0
Lee Sin,6,6,42,12,36,100.0,6.5,7.0,2.0,6.0
Vladimir,10,10,10,30,50,100.0,2.0,1.0,3.0,5.0
Sion,6,0,6,32,42,0.0,1.5,1.0,5.33,7.0
Volibear,2,2,16,8,24,100.0,5.0,8.0,4.0,12.0
Singed,6,6,24,6,54,100.0,13.0,4.0,1.0,9.0
Kennen,2,2,6,18,28,100.0,1.89,3.0,9.0,14.0
Varus,4,4,4,16,12,100.0,1.0,1.0,4.0,3.0
Zed,2,0,4,14,4,0.0,0.57,2.0,7.0,2.0
Jayce,2,2,16,6,24,100.0,6.67,8.0,3.0,12.0
Irelia,4,2,16,16,30,50.0,2.88,4.0,4.0,7.5
Gnar,2,0,14,12,12,0.0,2.17,7.0,6.0,6.0
Yorick,4,2,10,24,26,50.0,1.5,2.5,6.0,6.5
Karma,2,2,18,14,18,100.0,2.57,9.0,7.0,9.0
