opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Aurora,90,44,482,634,532,48.89,1.6,5.36,7.04,5.91
Lux,16,12,48,72,96,75.0,2.0,3.0,4.5,6.0
Karma,22,6,158,110,78,27.27,2.15,7.18,5.0,3.55
Mel,26,2,192,186,160,7.69,1.89,7.38,7.15,6.15
Yone,60,34,340,316,344,56.67,2.16,5.67,5.27,5.73
Sylas,26,18,112,146,82,69.23,1.33,4.31,5.62,3.15
Ekko,14,8,62,56,74,57.14,2.43,4.43,4.0,5.29
Akali,28,6,70,142,56,21.43,0.89,2.5,5.07,2.0
Neeko,18,0,90,90,54,0.0,1.6,5.0,5.0,3.0
Gwen,18,0,180,216,36,0.0,1.0,10.0,12.0,2.0
Zilean,4,2,10,32,18,50.0,0.88,2.5,8.0,4.5
Viktor,64,10,252,398,278,15.62,1.33,3.94,6.22,4.34
Zyra,6,0,18,72,24,0.0,0.58,3.0,12.0,4.0
Ahri,26,4,140,210,152,15.38,1.39,5.38,8.08,5.85
Elise,2,0,6,10,12,0.0,1.8,3.0,5.0,6.0
Akshan,40,4,152,228,92,10.0,1.07,3.8,5.7,2.3
Jayce,4,4,36,40,20,100.0,1.4,9.0,10.0,5.0
Quinn,4,4,36,28,28,100.0,2.29,9.0,7.0,7.0
Azir,32,16,194,164,192,50.0,2.35,6.06,5.12,6.0
Zoe,2,2,22,6,18,100.0,6.67,11.0,3.0,9.0
Yasuo,6,6,28,26,70,100.0,3.77,4.67,4.33,11.67
Zed,10,0,28,104,56,0.0,0.81,2.8,10.4,5.6
Lissandra,4,0,12,56,24,0.0,0.64,3.0,14.0,6.0
Orianna,14,4,62,64,54,28.57,1.81,4.43,4.57,3.86
Ryze,2,0,4,4,4,0.0,2.0,2.0,2.0,2.0
Qiyana,4,2,8,26,18,50.0,1.0,2.0,6.5,4.5
Annie,16,0,96,176,72,0.0,0.95,6.0,11.0,4.5
Corki,20,14,52,98,156,70.0,2.12,2.6,4.9,7.8
Kassadin,18,6,112,116,186,33.33,2.57,6.22,6.44,10.33
Hwei,50,20,272,266,332,40.0,2.27,5.44,5.32,6.64
Twisted Fate,12,12,134,98,144,100.0,2.84,11.17,8.17,12.0
Smolder,12,12,102,54,102,100.0,3.78,8.5,4.5,8.5
Ambessa,2,0,4,16,10,0.0,0.88,2.0,8.0,5.0
Cassiopeia,6,2,56,38,24,33.33,2.11,9.33,6.33,4.0
Vayne,6,6,36,12,36,100.0,6.0,6.0,2.0,6.0
Lucian,4,0,16,36,4,0.0,0.56,4.0,9.0,1.0
Anivia,16,6,124,78,54,37.5,2.28,7.75,4.88,3.38
Galio,6,4,38,36,34,66.67,2.0,6.33,6.0,5.67
Ezreal,14,0,82,110,76,0.0,1.44,5.86,7.86,5.43
Yorick,4,0,76,48,40,0.0,2.42,19.0,12.0,10.0
Vladimir,14,0,18,74,18,0.0,0.49,1.29,5.29,1.29
Gragas,12,2,90,134,92,16.67,1.36,7.5,11.17,7.67
Volibear,14,14,112,42,70,100.0,4.33,8.0,3.0,5.0
Malzahar,12,4,100,56,40,33.33,2.5,8.33,4.67,3.33
Sion,4,0,44,24,44,0.0,3.67,11.0,6.0,11.0
Aurelion Sol,10,0,70,40,10,0.0,2.0,7.0,4.0,1.0
Tristana,8,0,32,56,56,0.0,1.57,4.0,7.0,7.0
Tryndamere,4,4,24,4,0,100.0,6.0,6.0,1.0,0.0
Janna,8,8,40,48,128,100.0,3.5,5.0,6.0,16.0
Diana,2,0,6,8,0,0.0,0.75,3.0,4.0,0.0
LeBlanc,8,4,8,46,24,50.0,0.7,1.0,5.75,3.0
Ivern,4,0,16,36,12,0.0,0.78,4.0,9.0,3.0
Xerath,4,0,20,16,12,0.0,2.0,5.0,4.0,3.0
Ziggs,2,2,14,10,18,100.0,3.2,7.0,5.0,9.0
Irelia,20,20,80,80,280,100.0,4.5,4.0,4.0,14.0
Kayle,2,0,10,8,8,0.0,2.25,5.0,4.0,4.0
Heimerdinger,6,6,36,30,12,100.0,1.6,6.0,5.0,2.0
