opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Senna,2,0,28,16,20,0.0,3.0,14.0,8.0,10.0
Rengar,4,4,20,24,56,100.0,3.17,5.0,6.0,14.0
