opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Braum,1080,510,1232,5096,15998,47.22,3.38,1.14,4.72,14.81
Poppy,978,422,1296,5032,14378,43.15,3.11,1.33,5.15,14.7
Bard,1186,498,1494,5870,16204,41.99,3.01,1.26,4.95,13.66
Alistar,1658,798,2172,7446,25162,48.13,3.67,1.31,4.49,15.18
Zilean,338,156,412,1426,4768,46.15,3.63,1.22,4.22,14.11
Karma,1106,472,1492,5404,15436,42.68,3.13,1.35,4.89,13.96
Lulu,972,456,1076,4682,13570,46.91,3.13,1.11,4.82,13.96
Neeko,594,316,786,2412,7624,53.2,3.49,1.32,4.06,12.84
Galio,72,46,90,302,1010,63.89,3.64,1.25,4.19,14.03
VelKoz,96,56,210,466,1574,58.33,3.83,2.19,4.85,16.4
Sona,530,290,632,2580,8092,54.72,3.38,1.19,4.87,15.27
Nautilus,1048,542,1158,5300,16512,51.72,3.33,1.1,5.06,15.76
Senna,290,140,464,1498,4598,48.28,3.38,1.6,5.17,15.86
Maokai,148,80,240,748,1918,54.05,2.89,1.62,5.05,12.96
Zyra,128,68,152,560,1994,53.12,3.83,1.19,4.38,15.58
Leona,468,222,586,1972,6470,47.44,3.58,1.25,4.21,13.82
Rell,980,522,1374,4590,14994,53.27,3.57,1.4,4.68,15.3
Trundle,42,16,38,150,666,38.1,4.69,0.9,3.57,15.86
Pyke,1108,568,1474,5826,18288,51.26,3.39,1.33,5.26,16.51
Soraka,444,180,544,2044,5682,40.54,3.05,1.23,4.6,12.8
Zac,42,24,64,154,478,57.14,3.52,1.52,3.67,11.38
Seraphine,140,46,158,710,1818,32.86,2.78,1.13,5.07,12.99
Fiddlesticks,112,42,84,568,1348,37.5,2.52,0.75,5.07,12.04
Milio,370,164,312,1686,4578,44.32,2.9,0.84,4.56,12.37
Thresh,642,286,864,3198,8342,44.55,2.88,1.35,4.98,12.99
Shen,56,38,48,226,1090,67.86,5.04,0.86,4.04,19.46
Gragas,112,50,142,520,1410,44.64,2.98,1.27,4.64,12.59
Blitzcrank,204,66,312,1240,3156,32.35,2.8,1.53,6.08,15.47
Taric,192,108,210,694,2444,56.25,3.82,1.09,3.61,12.73
Renata,110,56,160,532,1742,50.91,3.58,1.45,4.84,15.84
Janna,438,224,472,1776,6152,51.14,3.73,1.08,4.05,14.05
Hwei,50,12,84,250,666,24.0,3.0,1.68,5.0,13.32
Anivia,14,12,58,64,292,85.71,5.47,4.14,4.57,20.86
Elise,188,108,252,1012,3214,57.45,3.42,1.34,5.38,17.1
Dr. Mundo,8,8,6,32,94,100.0,3.12,0.75,4.0,11.75
Swain,66,38,128,304,1010,57.58,3.74,1.94,4.61,15.3
Morgana,82,50,104,432,1248,60.98,3.13,1.27,5.27,15.22
Nami,1240,614,1750,5976,17530,49.52,3.23,1.41,4.82,14.14
Nunu & Willump,18,0,12,70,122,0.0,1.91,0.67,3.89,6.78
Yuumi,186,66,230,910,2624,35.48,3.14,1.24,4.89,14.11
Annie,30,8,46,186,436,26.67,2.59,1.53,6.2,14.53
Nidalee,72,28,114,380,966,38.89,2.84,1.58,5.28,13.42
Lux,116,38,134,742,1454,32.76,2.14,1.16,6.4,12.53
Lissandra,34,6,56,260,628,17.65,2.63,1.65,7.65,18.47
Kennen,20,0,52,56,300,0.0,6.29,2.6,2.8,15.0
Tahm Kench,140,76,340,640,2726,54.29,4.79,2.43,4.57,19.47
Sylas,42,26,92,280,1054,61.9,4.09,2.19,6.67,25.1
Pantheon,94,54,92,554,1468,57.45,2.82,0.98,5.89,15.62
Shaco,46,18,82,248,736,39.13,3.3,1.78,5.39,16.0
Sejuani,6,6,0,24,192,100.0,8.0,0.0,4.0,32.0
Sett,16,4,44,44,116,25.0,3.64,2.75,2.75,7.25
Teemo,28,12,46,168,452,42.86,2.96,1.64,6.0,16.14
Mel,36,18,30,184,474,50.0,2.74,0.83,5.11,13.17
Jax,4,4,16,8,108,100.0,15.5,4.0,2.0,27.0
Ornn,2,0,0,12,10,0.0,0.83,0.0,6.0,5.0
Wukong,4,2,6,18,88,50.0,5.22,1.5,4.5,22.0
Ezreal,2,2,2,0,42,100.0,44.0,1.0,0.0,21.0
Nasus,6,6,6,28,190,100.0,7.0,1.0,4.67,31.67
Zoe,44,12,66,234,800,27.27,3.7,1.5,5.32,18.18
Karthus,4,4,8,4,76,100.0,21.0,2.0,1.0,19.0
Malzahar,2,2,6,4,28,100.0,8.5,3.0,2.0,14.0
Xerath,48,24,78,222,624,50.0,3.16,1.62,4.62,13.0
Ahri,10,2,20,50,62,20.0,1.64,2.0,5.0,6.2
Quinn,2,2,2,4,56,100.0,14.5,1.0,2.0,28.0
Taliyah,14,0,14,68,158,0.0,2.53,1.0,4.86,11.29
Brand,14,14,8,70,318,100.0,4.66,0.57,5.0,22.71
Kled,4,4,0,20,64,100.0,3.2,0.0,5.0,16.0
Camille,28,14,14,104,420,50.0,4.17,0.5,3.71,15.0
Jarvan Iv,28,16,84,164,410,57.14,3.01,3.0,5.86,14.64
Evelynn,6,6,6,42,174,100.0,4.29,1.0,7.0,29.0
LeBlanc,6,2,8,26,42,33.33,1.92,1.33,4.33,7.0
Twitch,22,10,16,52,236,45.45,4.85,0.73,2.36,10.73
Ziggs,2,0,4,2,12,0.0,8.0,2.0,1.0,6.0
Katarina,2,0,0,20,42,0.0,2.1,0.0,10.0,21.0
Singed,4,0,12,24,48,0.0,2.5,3.0,6.0,12.0
Ivern,8,4,26,62,142,50.0,2.71,3.25,7.75,17.75
Malphite,10,0,0,60,170,0.0,2.83,0.0,6.0,17.0
Zed,2,2,4,12,32,100.0,3.0,2.0,6.0,16.0
Heimerdinger,8,0,6,62,86,0.0,1.48,0.75,7.75,10.75
Skarner,4,0,4,40,36,0.0,1.0,1.0,10.0,9.0
Ambessa,4,4,0,20,120,100.0,6.0,0.0,5.0,30.0
Briar,4,0,0,32,60,0.0,1.88,0.0,8.0,15.0
Lee Sin,2,2,4,16,58,100.0,3.88,2.0,8.0,29.0
Qiyana,2,0,2,12,6,0.0,0.67,1.0,6.0,3.0
Veigar,4,0,2,12,32,0.0,2.83,0.5,3.0,8.0
Mordekaiser,6,6,12,36,150,100.0,4.5,2.0,6.0,25.0
Amumu,2,2,4,2,14,100.0,9.0,2.0,1.0,7.0
Twisted Fate,6,2,12,28,80,33.33,3.29,2.0,4.67,13.33
Ashe,2,0,4,28,52,0.0,2.0,2.0,14.0,26.0
