opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Rakan,34,28,124,150,652,82.35,5.17,3.65,4.41,19.18
Senna,4,4,0,0,24,100.0,24.0,0.0,0.0,6.0
Nami,4,0,16,22,54,0.0,3.18,4.0,5.5,13.5
Pantheon,16,0,44,64,196,0.0,3.75,2.75,4.0,12.25
Milio,6,2,8,36,56,33.33,1.78,1.33,6.0,9.33
Nautilus,4,4,16,20,96,100.0,5.6,4.0,5.0,24.0
Bard,4,0,8,20,12,0.0,1.0,2.0,5.0,3.0
VelKoz,2,2,4,14,58,100.0,4.43,2.0,7.0,29.0
Xerath,2,0,2,10,12,0.0,1.4,1.0,5.0,6.0
Rell,4,0,12,16,80,0.0,5.75,3.0,4.0,20.0
Thresh,2,0,2,16,18,0.0,1.25,1.0,8.0,9.0
Janna,2,2,0,14,26,100.0,1.86,0.0,7.0,13.0
Leona,2,0,4,14,26,0.0,2.14,2.0,7.0,13.0
Poppy,4,0,0,8,16,0.0,2.0,0.0,2.0,4.0
