opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Tristana,26,6,128,206,80,23.08,1.01,4.92,7.92,3.08
Kaisa,14,4,74,110,86,28.57,1.45,5.29,7.86,6.14
Caitlyn,12,4,128,46,58,33.33,4.04,10.67,3.83,4.83
Zeri,20,12,178,162,168,60.0,2.14,8.9,8.1,8.4
Sivir,10,8,62,28,68,80.0,4.64,6.2,2.8,6.8
Lucian,16,12,60,138,146,75.0,1.49,3.75,8.62,9.12
Hwei,10,6,90,78,72,60.0,2.08,9.0,7.8,7.2
Corki,14,8,110,90,106,57.14,2.4,7.86,6.43,7.57
Ezreal,14,6,52,94,66,42.86,1.26,3.71,6.71,4.71
Jinx,20,6,82,148,76,30.0,1.07,4.1,7.4,3.8
Aphelios,22,18,282,166,156,81.82,2.64,12.82,7.55,7.09
Smolder,4,0,20,20,12,0.0,1.6,5.0,5.0,3.0
Jhin,12,6,62,66,72,50.0,2.03,5.17,5.5,6.0
Senna,2,2,26,16,24,100.0,3.12,13.0,8.0,12.0
Twitch,4,0,40,24,12,0.0,2.17,10.0,6.0,3.0
Seraphine,2,2,24,2,10,100.0,17.0,12.0,1.0,5.0
Karthus,2,0,14,26,4,0.0,0.69,7.0,13.0,2.0
Kalista,2,0,12,18,8,0.0,1.11,6.0,9.0,4.0
Lux,4,2,22,30,24,50.0,1.53,5.5,7.5,6.0
Miss Fortune,12,12,180,98,52,100.0,2.37,15.0,8.17,4.33
Varus,2,2,18,12,16,100.0,2.83,9.0,6.0,8.0
Vayne,2,2,12,22,2,100.0,0.64,6.0,11.0,1.0
Mel,6,2,10,28,36,33.33,1.64,1.67,4.67,6.0
Cassiopeia,2,2,22,16,28,100.0,3.12,11.0,8.0,14.0
Zyra,2,0,20,14,6,0.0,1.86,10.0,7.0,3.0
Xayah,2,2,20,12,10,100.0,2.5,10.0,6.0,5.0
Vladimir,6,0,0,48,36,0.0,0.75,0.0,8.0,6.0
Ashe,4,4,40,24,20,100.0,2.5,10.0,6.0,5.0
Yone,2,2,2,2,10,100.0,6.0,1.0,1.0,5.0
Yunara,2,0,12,12,8,0.0,1.67,6.0,6.0,4.0
