opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Riven,38,24,142,212,120,63.16,1.24,3.74,5.58,3.16
Gwen,18,0,72,162,54,0.0,0.78,4.0,9.0,3.0
Akali,14,0,42,140,12,0.0,0.39,3.0,10.0,0.86
Rumble,10,8,50,46,72,80.0,2.65,5.0,4.6,7.2
Gangplank,10,4,14,78,44,40.0,0.74,1.4,7.8,4.4
Aatrox,8,2,32,82,44,25.0,0.93,4.0,10.25,5.5
Sett,16,0,48,104,160,0.0,2.0,3.0,6.5,10.0
Jax,8,4,56,68,56,50.0,1.65,7.0,8.5,7.0
Twisted Fate,8,0,32,48,8,0.0,0.83,4.0,6.0,1.0
Ornn,4,4,20,28,4,100.0,0.86,5.0,7.0,1.0
Kled,10,10,38,108,138,100.0,1.63,3.8,10.8,13.8
Ambessa,30,22,218,198,264,73.33,2.43,7.27,6.6,8.8
Yasuo,6,6,48,42,32,100.0,1.9,8.0,7.0,5.33
Vayne,10,6,70,60,72,60.0,2.37,7.0,6.0,7.2
Kennen,12,0,66,102,60,0.0,1.24,5.5,8.5,5.0
Jayce,34,4,206,208,118,11.76,1.56,6.06,6.12,3.47
Volibear,8,0,16,32,32,0.0,1.5,2.0,4.0,4.0
Ahri,2,2,10,18,16,100.0,1.44,5.0,9.0,8.0
Kalista,2,2,16,8,2,100.0,2.25,8.0,4.0,1.0
Urgot,4,0,20,32,12,0.0,1.0,5.0,8.0,3.0
Singed,10,2,62,82,46,20.0,1.32,6.2,8.2,4.6
Nidalee,4,0,24,24,0,0.0,1.0,6.0,6.0,0.0
Quinn,8,0,40,80,16,0.0,0.7,5.0,10.0,2.0
KSante,6,6,24,30,24,100.0,1.6,4.0,5.0,4.0
Malphite,18,10,94,122,116,55.56,1.72,5.22,6.78,6.44
Mordekaiser,2,2,6,10,12,100.0,1.8,3.0,5.0,6.0
Renekton,12,4,76,60,128,33.33,3.4,6.33,5.0,10.67
Pantheon,4,4,40,24,32,100.0,3.0,10.0,6.0,8.0
Fiora,20,0,60,200,60,0.0,0.6,3.0,10.0,3.0
Shen,24,14,100,152,148,58.33,1.63,4.17,6.33,6.17
Olaf,4,0,4,28,20,0.0,0.86,1.0,7.0,5.0
Sion,2,2,12,12,20,100.0,2.67,6.0,6.0,10.0
Gnar,6,6,78,18,54,100.0,7.33,13.0,3.0,9.0
Camille,4,2,14,14,28,50.0,3.0,3.5,3.5,7.0
Karma,4,4,8,20,44,100.0,2.6,2.0,5.0,11.0
Gragas,4,4,28,12,16,100.0,3.67,7.0,3.0,4.0
Galio,10,10,110,50,120,100.0,4.6,11.0,5.0,12.0
Poppy,12,6,78,102,102,50.0,1.76,6.5,8.5,8.5
Yorick,4,4,4,20,36,100.0,2.0,1.0,5.0,9.0
Vex,2,0,4,14,6,0.0,0.71,2.0,7.0,3.0
Vladimir,4,4,36,12,26,100.0,5.17,9.0,3.0,6.5
Aurora,8,8,56,32,16,100.0,2.25,7.0,4.0,2.0
Warwick,4,4,28,4,12,100.0,10.0,7.0,1.0,3.0
Dr. Mundo,2,2,4,8,14,100.0,2.25,2.0,4.0,7.0
