opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Sivir,112,66,734,458,1146,58.93,4.1,6.55,4.09,10.23
Senna,82,40,428,456,620,48.78,2.3,5.22,5.56,7.56
Smolder,110,38,722,640,1152,34.55,2.93,6.56,5.82,10.47
Kaisa,142,90,1018,706,1380,63.38,3.4,7.17,4.97,9.72
Jinx,60,24,328,404,464,40.0,1.96,5.47,6.73,7.73
Varus,64,22,288,464,442,34.38,1.57,4.5,7.25,6.91
Vayne,70,26,406,396,610,37.14,2.57,5.8,5.66,8.71
Yunara,100,42,398,620,850,42.0,2.01,3.98,6.2,8.5
Kled,6,0,12,14,12,0.0,1.71,2.0,2.33,2.0
Aphelios,106,54,570,490,852,50.94,2.9,5.38,4.62,8.04
Jhin,102,66,426,388,832,64.71,3.24,4.18,3.8,8.16
KogMaw,40,12,286,250,388,30.0,2.7,7.15,6.25,9.7
Ezreal,94,62,432,424,924,65.96,3.2,4.6,4.51,9.83
Lissandra,6,6,102,6,72,100.0,29.0,17.0,1.0,12.0
Zeri,102,42,692,592,1118,41.18,3.06,6.78,5.8,10.96
Hwei,24,20,134,138,308,83.33,3.2,5.58,5.75,12.83
Lucian,126,80,758,738,1078,63.49,2.49,6.02,5.86,8.56
Corki,80,40,408,550,796,50.0,2.19,5.1,6.88,9.95
Samira,14,12,98,66,190,85.71,4.36,7.0,4.71,13.57
Camille,4,4,28,16,48,100.0,4.75,7.0,4.0,12.0
Twitch,38,14,208,326,404,36.84,1.88,5.47,8.58,10.63
Miss Fortune,64,34,464,310,576,53.12,3.35,7.25,4.84,9.0
Zyra,16,4,66,60,110,25.0,2.93,4.12,3.75,6.88
Cassiopeia,2,0,10,20,8,0.0,0.9,5.0,10.0,4.0
Mel,40,14,182,212,238,35.0,1.98,4.55,5.3,5.95
Tristana,92,46,548,532,742,50.0,2.42,5.96,5.78,8.07
Katarina,6,6,8,16,26,100.0,2.12,1.33,2.67,4.33
Lux,14,2,162,88,154,14.29,3.59,11.57,6.29,11.0
Ashe,28,20,280,140,414,71.43,4.96,10.0,5.0,14.79
Yasuo,52,46,374,244,548,88.46,3.78,7.19,4.69,10.54
Seraphine,6,6,46,44,52,100.0,2.23,7.67,7.33,8.67
Xayah,46,24,286,282,458,52.17,2.64,6.22,6.13,9.96
Caitlyn,28,14,174,132,202,50.0,2.85,6.21,4.71,7.21
Viktor,12,10,50,22,26,83.33,3.45,4.17,1.83,2.17
Nilah,32,6,134,152,184,18.75,2.09,4.19,4.75,5.75
Karthus,10,2,86,66,90,20.0,2.67,8.6,6.6,9.0
VelKoz,2,2,18,10,28,100.0,4.6,9.0,5.0,14.0
Draven,26,24,254,124,412,92.31,5.37,9.77,4.77,15.85
Veigar,2,0,12,12,22,0.0,2.83,6.0,6.0,11.0
Kalista,12,4,38,52,64,33.33,1.96,3.17,4.33,5.33
Brand,14,8,76,52,54,57.14,2.5,5.43,3.71,3.86
Warwick,10,0,0,60,10,0.0,0.17,0.0,6.0,1.0
Anivia,2,2,14,10,30,100.0,4.4,7.0,5.0,15.0
Ziggs,24,22,176,84,208,91.67,4.57,7.33,3.5,8.67
Aurora,4,4,24,36,44,100.0,1.89,6.0,9.0,11.0
Syndra,6,6,10,24,76,100.0,3.58,1.67,4.0,12.67
Aurelion Sol,20,20,82,60,256,100.0,5.63,4.1,3.0,12.8
Akali,4,4,8,24,68,100.0,3.17,2.0,6.0,17.0
Rakan,4,4,0,0,0,100.0,0.0,0.0,0.0,0.0
