opponent,games,wins,kills,deaths,assists,win_rate,kda,avg_kills,avg_deaths,avg_assists
Thresh,374,204,1062,1942,4450,54.55,2.84,2.84,5.19,11.9
Shen,40,24,144,220,302,60.0,2.03,3.6,5.5,7.55
Riven,16,0,48,96,80,0.0,1.33,3.0,6.0,5.0
Heimerdinger,18,18,36,54,288,100.0,6.0,2.0,3.0,16.0
Pyke,380,168,1066,2436,4636,44.21,2.34,2.81,6.41,12.2
Alistar,1004,492,2706,5630,11734,49.0,2.56,2.7,5.61,11.69
Diana,4,4,12,20,68,100.0,4.0,3.0,5.0,17.0
Rakan,594,278,1358,2778,5892,46.8,2.61,2.29,4.68,9.92
Janna,424,196,1194,2284,3964,46.23,2.26,2.82,5.39,9.35
Lulu,672,394,1876,3220,7334,58.63,2.86,2.79,4.79,10.91
Karma,1164,636,3024,6130,13432,54.64,2.68,2.6,5.27,11.54
Nami,832,402,2324,4630,9700,48.32,2.6,2.79,5.56,11.66
Braum,390,198,1168,2460,5432,50.77,2.68,2.99,6.31,13.93
Rell,726,376,1740,4240,8730,51.79,2.47,2.4,5.84,12.02
Bard,614,344,1646,3232,6720,56.03,2.59,2.68,5.26,10.94
Jhin,14,0,42,84,182,0.0,2.67,3.0,6.0,13.0
Maokai,40,12,102,178,320,30.0,2.37,2.55,4.45,8.0
Zyra,86,52,210,458,988,60.47,2.62,2.44,5.33,11.49
Sona,366,168,1052,1932,4154,45.9,2.69,2.87,5.28,11.35
Zoe,32,14,88,152,344,43.75,2.84,2.75,4.75,10.75
Senna,232,124,806,1344,3208,53.45,2.99,3.47,5.79,13.83
Renata,164,44,466,814,1562,26.83,2.49,2.84,4.96,9.52
Blitzcrank,64,38,212,212,674,59.38,4.18,3.31,3.31,10.53
Nautilus,606,326,1634,3628,7916,53.8,2.63,2.7,5.99,13.06
Nidalee,62,42,202,342,884,67.74,3.18,3.26,5.52,14.26
Chogath,14,0,98,154,154,0.0,1.64,7.0,11.0,11.0
Leona,262,104,856,1790,3222,39.69,2.28,3.27,6.83,12.3
Poppy,208,74,578,1336,2380,35.58,2.21,2.78,6.42,11.44
Elise,176,78,480,1132,2326,44.32,2.48,2.73,6.43,13.22
Fiddlesticks,56,22,142,264,394,39.29,2.03,2.54,4.71,7.04
